datum,Sales,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
9/27/2015,28.56,5.83,3,2.3,10.425,3,1,2,1,2015,9,276,Sunday
9/28/2015,46.73,1,1.33,2,15.4,8,0,17,2,2015,9,276,Monday
9/29/2015,58.39,6.33,4.363,1,39.7,7,0,0,0,2015,9,276,Tuesday
9/30/2015,46.15,5.32,4.33,4,22.5,9,0,0,1,2015,9,276,Wednesday
10-01-2015,63.21,9.66,5.99,4,34.562,2,0,5,2,2015,10,276,Thursday
10-02-2015,62.03,5,4.726,4,37.3,5,0,5,1,2015,10,276,Friday
10-03-2015,71.88,10.34,5.34,3,37.2,7,0,7,2,2015,10,276,Saturday
10-04-2015,95.00,7,4,4,59,3,0,16,2,2015,10,276,Sunday
10-05-2015,104.52,5,2.373,2.2,70.95,11,1,7,5,2015,10,276,Monday
10-06-2015,76.58,5.69,3.66,5.5,42.725,9,1,5,4,2015,10,276,Tuesday
10-07-2015,75.29,7.33,2.66,6,44.3,8,0,5,2,2015,10,276,Wednesday
10-08-2015,71.85,8.82,4.33,3,30.7,5,0,20,0,2015,10,276,Thursday
10-09-2015,67.43,2,2.769,7.6,28.062,13,2,10,2,2015,10,276,Friday
10-10-2015,81.62,6.16,5.66,3,46.3,19.5,0,1,0,2015,10,276,Saturday
10-11-2015,106.52,10.33,2.792,7.1,70.3,8,0,3,5,2015,10,276,Sunday
10-12-2015,111.84,9.66,7.33,6,68.85,12,0,5,3,2015,10,276,Monday
10/13/2015,91.33,3.83,7,5.2,63.8,5.5,0,5,1,2015,10,276,Tuesday
10/14/2015,62.49,4.66,7.33,3.9,38.6,7,0,0,1,2015,10,276,Wednesday
10/15/2015,96.91,5.16,5.726,7.3,64.724,4,0,9,1,2015,10,276,Thursday
10/16/2015,75.50,1.67,3.33,5.2,57.3,2,0,5,1,2015,10,276,Friday
10/17/2015,99.88,10.34,2.837,3.4,74.3,8,0,0,1,2015,10,276,Saturday
10/18/2015,94.38,7.34,6.54,4.9,55.6,3,1,8,8,2015,10,276,Sunday
10/19/2015,101.40,12,3.802,3,62.6,3,0,17,0,2015,10,276,Monday
10/20/2015,73.33,3.34,1.99,2.3,44.7,6,0,10,5,2015,10,276,Tuesday
10/21/2015,66.02,8.66,2.363,3.2,36.8,9,1,1,4,2015,10,276,Wednesday
10/22/2015,52.93,4.33,0.34,0,35.262,9,0,2,2,2015,10,276,Thursday
10/23/2015,71.26,7,1.66,10.2,41.4,3,0,6,2,2015,10,276,Friday
10/24/2015,108.69,9.84,8.35,9.1,67.4,8,0,4,2,2015,10,276,Saturday
10/25/2015,82.03,3,3.33,3.1,64.6,4,0,0,4,2015,10,276,Sunday
10/26/2015,88.63,9,5.33,8,53.3,8,1,2,2,2015,10,276,Monday
10/27/2015,97.23,4.33,2,8.5,64.4,7,0,8,3,2015,10,276,Tuesday
10/28/2015,56.66,1,1.66,1,33,11,1,6,2,2015,10,276,Wednesday
10/29/2015,54.62,2.33,3.693,1.3,38.3,8,0,0,1,2015,10,276,Thursday
10/30/2015,77.80,5.33,3.67,3.2,49.6,8,0,5,3,2015,10,276,Friday
10/31/2015,90.71,5.66,4.65,8,58.4,6,0,7,1,2015,10,276,Saturday
11-01-2015,112.32,2.33,7.99,5.6,80.4,11,0,5,0,2015,11,276,Sunday
11-02-2015,75.29,4.66,4.33,4,46.3,7,0,7,2,2015,11,276,Monday
11-03-2015,59.79,1.34,4.35,4.3,41.8,5,0,3,0,2015,11,276,Tuesday
11-04-2015,101.64,8.5,2.34,3,59.8,18,3,3,4,2015,11,276,Wednesday
11-05-2015,65.29,4.33,3.561,7.4,45,3,0,0,2,2015,11,276,Thursday
11-06-2015,53.54,3.33,6.736,4,31.475,5,2,1,0,2015,11,276,Friday
11-07-2015,104.81,4,3.11,4.8,69.9,15,1,6,1,2015,11,276,Saturday
11-08-2015,86.80,6.33,3.67,7.2,48.6,7,0,13,1,2015,11,276,Sunday
11-09-2015,71.81,3.66,6.198,4.2,40.75,3,1,12,1,2015,11,276,Monday
11-10-2015,84.01,6.33,7.482,10,41.2,8,0,9,2,2015,11,276,Tuesday
11-11-2015,101.20,9.66,5.34,7.2,60,4,0,12,3,2015,11,276,Wednesday
11-12-2015,71.33,6,4.33,6,24,11,0,20,0,2015,11,276,Thursday
11/13/2015,44.44,5,2.44,2,22,13,0,0,0,2015,11,276,Friday
11/14/2015,35.02,4.99,0.33,3.7,19,5,1,0,1,2015,11,276,Saturday
11/15/2015,91.97,1.33,11.99,9.3,42.35,8,2,17,0,2015,11,276,Sunday
11/16/2015,79.64,5.67,3.67,6,50.3,9,0,3,2,2015,11,276,Monday
11/17/2015,78.73,6.34,4.693,4.7,60,1,0,0,2,2015,11,276,Tuesday
11/18/2015,54.67,6.34,5.33,5.5,24.5,11,0,0,2,2015,11,276,Wednesday
11/19/2015,55.49,2,2.99,2.1,26.4,22,0,0,0,2015,11,276,Thursday
11/20/2015,53.72,5.66,1.66,3.8,25.6,2,2,10,3,2015,11,276,Friday
11/21/2015,80.71,4,2.01,5.2,45.5,4,0,17,3,2015,11,276,Saturday
11/22/2015,60.24,2,3.439,2.6,41.2,6,2,2,1,2015,11,276,Sunday
11/23/2015,83.70,3,1,4.7,69,3,0,1,2,2015,11,276,Monday
11/24/2015,58.53,5,6.33,6.4,19.8,12,3,1,5,2015,11,276,Tuesday
11/25/2015,60.19,5.66,5.33,3.2,29,11,0,3,3,2015,11,276,Wednesday
11/26/2015,44.31,4.33,4,2,25.975,8,0,0,0,2015,11,276,Thursday
11/27/2015,34.84,0.67,4.373,2,20.8,7,0,0,0,2015,11,276,Friday
11/28/2015,74.82,6.33,3.66,4,46.825,3,0,10,1,2015,11,276,Saturday
11/29/2015,63.59,6.66,3.726,6,42.2,1,0,4,0,2015,11,276,Sunday
11/30/2015,64.46,7.33,1.825,5,35.3,5,1,6,3,2015,11,276,Monday
12-01-2015,45.21,1.99,2.023,6.3,23.9,4,1,5,1,2015,12,276,Tuesday
12-02-2015,75.73,1,3.33,2.4,42,23,4,0,0,2015,12,276,Wednesday
12-03-2015,77.60,4,3,5.6,56,6,1,1,1,2015,12,276,Thursday
12-04-2015,54.39,3.33,4.759,4.7,25.6,9,3,3,1,2015,12,276,Friday
12-05-2015,59.41,8,3.033,2,35.05,2,0,7,2.33,2015,12,276,Saturday
12-06-2015,87.47,5.67,7,3.4,60.4,5,2,3,1,2015,12,276,Sunday
12-07-2015,57.80,3,2.099,2.2,26.5,6,1,11,6,2015,12,276,Monday
12-08-2015,59.67,2,6.34,2,41.325,8,0,0,0,2015,12,276,Tuesday
12-09-2015,75.07,3.34,3.472,7,41.262,16,0,3,1,2015,12,276,Wednesday
12-10-2015,90.35,11.66,10.69,16,31.9,9,0,9,2.1,2015,12,276,Thursday
12-11-2015,63.71,5.84,6.165,3,22.7,9,0,16,1,2015,12,276,Friday
12-12-2015,68.74,6.34,3.2,3,42.2,5,2,6,1,2015,12,276,Saturday
12/13/2015,81.65,9.33,4.32,7,29,5,0,27,0,2015,12,276,Sunday
12/14/2015,85.00,5,3,6.6,37.4,11,0,21,1,2015,12,276,Monday
12/15/2015,60.99,4.99,2,5,42,3,1,2,1,2015,12,276,Tuesday
12/16/2015,79.67,6.67,4,4,42,11,1,11,0,2015,12,276,Wednesday
12/17/2015,49.01,9,3.01,3,25,7,0,0,2,2015,12,276,Thursday
12/18/2015,63.73,4.33,8.901,4.3,27.2,12,4,2,1,2015,12,276,Friday
12/19/2015,0.00,0,0,0,0,0,0,0,0,2015,12,276,Saturday
12/20/2015,71.67,3,3.474,2.2,43,3,0,16,1,2015,12,276,Sunday
12/21/2015,87.34,5,6.34,2,53.6,14,0,6,0.4,2015,12,276,Monday
12/22/2015,78.66,5.66,0,5,48,6,0,13,1,2015,12,276,Tuesday
12/23/2015,41.44,3.33,4.01,2.3,28.8,3,0,0,0,2015,12,276,Wednesday
12/24/2015,65.03,7.33,3.396,5,28.3,5,0,16,0,2015,12,276,Thursday
12/25/2015,59.98,0.66,4.66,2,20.662,28,2,1,1,2015,12,276,Friday
12/26/2015,120.83,4.67,1.66,5,87.2,15,3,0,4.3,2015,12,276,Saturday
12/27/2015,103.42,5.33,6.792,5.2,63.5,4,0,14,4.6,2015,12,276,Sunday
12/28/2015,127.80,4,5.099,9.2,61.5,18,3,26,1,2015,12,276,Monday
12/29/2015,100.60,10.67,2.33,2,71.6,9,0,2,3,2015,12,276,Tuesday
12/30/2015,90.15,6.66,7.089,2,56.4,12,0,4,2,2015,12,276,Wednesday
12/31/2015,90.71,7.66,6.099,7.6,44.35,18,0,6,1,2015,12,276,Thursday
01-01-2016,0.00,0,0,0,0,0,0,0,0,2016,1,276,Friday
01-02-2016,64.56,0.34,1.02,1,51.2,0,1,5,5,2016,1,276,Saturday
01-03-2016,73.60,4,4,2.5,56.1,1,0,5,1,2016,1,276,Sunday
01-04-2016,84.92,7.33,5.99,6,46.6,6,0,12,1,2016,1,276,Monday
01-05-2016,75.52,5.33,5.99,4.6,38.6,15,0,5,1,2016,1,276,Tuesday
01-06-2016,93.56,6.66,3,6,61.9,2,0,12,2,2016,1,276,Wednesday
01-07-2016,0.00,0,0,0,0,0,0,0,0,2016,1,276,Thursday
01-08-2016,73.36,8,3.463,7.7,39.2,8,3,2,2,2016,1,276,Friday
01-09-2016,118.29,7.33,2.66,5,88.3,9,0,3,3,2016,1,276,Saturday
01-10-2016,100.63,7,4.033,12,67.6,8,1,1,0,2016,1,276,Sunday
01-11-2016,108.90,9.34,5.66,7,64.9,18,0,0,4,2016,1,276,Monday
01-12-2016,96.48,12,3.132,12,61.35,8,0,0,0,2016,1,276,Tuesday
1/13/2016,75.36,9,1.66,5,41.7,15,0,1,2,2016,1,276,Wednesday
1/14/2016,110.16,2,5.155,6,69,18,0,8,2,2016,1,276,Thursday
1/15/2016,62.34,8.98,4.66,10.6,18.1,8,0,10,2,2016,1,276,Friday
1/16/2016,92.28,3.34,5.34,6,63.6,11,0,2,1,2016,1,276,Saturday
1/17/2016,64.11,7.01,1.604,3.9,46.6,4,0,0,1,2016,1,276,Sunday
1/18/2016,89.59,3.5,2.99,4.3,62.8,3,2,9,2,2016,1,276,Monday
1/19/2016,77.46,6,5.66,6,49.8,7,0,0,3,2016,1,276,Tuesday
1/20/2016,60.78,2.32,3.363,3,15.1,29,3,3,2,2016,1,276,Wednesday
1/21/2016,98.83,5,1.43,1,68.4,8,4,6,5,2016,1,276,Thursday
1/22/2016,76.01,0.83,7.678,7,39.5,11,0,10,0,2016,1,276,Friday
1/23/2016,68.36,6.33,6.132,7.1,36.8,4,0,6,2,2016,1,276,Saturday
1/24/2016,87.52,4,6.122,11.3,48.1,3,0,12,3,2016,1,276,Sunday
1/25/2016,91.04,10.33,4.26,4,46.95,12,2,10,1.5,2016,1,276,Monday
1/26/2016,72.05,5.68,4.069,8,30.3,9,0,15,0,2016,1,276,Tuesday
1/27/2016,72.23,4.34,4.429,3.4,30.062,18,5,5,2,2016,1,276,Wednesday
1/28/2016,62.39,7.33,6.66,4.4,33,4,0,4,3,2016,1,276,Thursday
1/29/2016,119.67,5,8.67,8.6,74.4,3,1,17,2,2016,1,276,Friday
1/30/2016,78.19,9,4.429,5.3,47.462,3,2,5,2,2016,1,276,Saturday
1/31/2016,103.17,4.33,5.143,3.8,78.9,3,0,6,2,2016,1,276,Sunday
02-01-2016,50.44,6.34,5,7.1,18,7,0,6,1,2016,2,276,Monday
02-02-2016,66.51,14.33,4.878,1.3,39,6,0,0,1,2016,2,276,Tuesday
02-03-2016,81.26,8,6.693,11.5,39.062,11,5,0,0,2016,2,276,Wednesday
02-04-2016,58.34,8.34,4,4.2,28.8,5,0,4,4,2016,2,276,Thursday
02-05-2016,73.26,5.66,2,3,51.6,7,0,3,1,2016,2,276,Friday
02-06-2016,89.82,5.33,10.33,3,57.162,1,0,11,2,2016,2,276,Saturday
02-07-2016,118.42,3.66,6.056,4.5,88.2,2,0,13,1,2016,2,276,Sunday
02-08-2016,75.86,6.33,6.99,5.5,28.038,5,0,23,1,2016,2,276,Monday
02-09-2016,83.43,7,3.33,4.4,47.7,16,2,1,2,2016,2,276,Tuesday
02-10-2016,85.34,4.34,4.703,7.2,34.1,29,0,4,2,2016,2,276,Wednesday
02-11-2016,74.62,1.66,4.156,2.7,38.1,10,1,13,4,2016,2,276,Thursday
02-12-2016,106.59,5.99,6.429,8.5,60.675,4,0,20,1,2016,2,276,Friday
2/13/2016,67.74,2.67,3.67,5,42.4,2,0,10,2,2016,2,276,Saturday
2/14/2016,76.58,5.84,7.34,3.8,43.6,5,0,7,4,2016,2,276,Sunday
2/15/2016,74.16,5.33,5.33,5.3,52.2,6,0,0,0,2016,2,276,Monday
2/16/2016,58.65,7.33,2.32,3,29,3,2,9,3,2016,2,276,Tuesday
2/17/2016,52.60,3,5,4,26.6,12,1,1,0,2016,2,276,Wednesday
2/18/2016,64.49,2.34,1,4.3,43.85,3,0,9,1,2016,2,276,Thursday
2/19/2016,85.37,4,1.67,4,28.7,18,2,26,1,2016,2,276,Friday
2/20/2016,71.35,10.33,4.122,4,36.9,5,0,8,3,2016,2,276,Saturday
2/21/2016,84.04,6.34,4,0,55.7,5,2,7,4,2016,2,276,Sunday
2/22/2016,88.45,3,5.32,3,51.125,10,0,12,4,2016,2,276,Monday
2/23/2016,78.23,3,2.33,2.6,41.3,11,0,15,3,2016,2,276,Tuesday
2/24/2016,61.09,7.66,2.33,2.1,35,6,2,5,1,2016,2,276,Wednesday
2/25/2016,87.98,7.99,3.99,5,41,22,1,4,3,2016,2,276,Thursday
2/26/2016,52.90,5,5.848,4.5,28.55,6,2,0,1,2016,2,276,Friday
2/27/2016,57.40,8,7,6.6,25.8,3,0,5,2,2016,2,276,Saturday
2/28/2016,125.63,8,4.033,10.1,66.5,6,0,26,5,2016,2,276,Sunday
2/29/2016,81.86,7,7.66,4,46.2,13,0,3,1,2016,2,276,Monday
03-01-2016,62.20,10,4,2.2,31,11,2,0,2,2016,3,276,Tuesday
03-02-2016,58.33,3.33,10.396,5.3,21.3,15,2,1,0,2016,3,276,Wednesday
03-03-2016,80.63,2.83,2,5,55.8,2,0,9,4,2016,3,276,Thursday
03-04-2016,39.99,5,0.99,4.4,26.6,3,0,0,0,2016,3,276,Friday
03-05-2016,79.89,5,4.891,8,38,9,0,10,5,2016,3,276,Saturday
03-06-2016,111.95,5,8.145,4.9,79.9,2,0,5,7,2016,3,276,Sunday
03-07-2016,71.17,5.33,7.34,4,43.5,3,1,6,1,2016,3,276,Monday
03-08-2016,70.66,4,6.66,3,44,7,0,3,3,2016,3,276,Tuesday
03-09-2016,56.81,4.34,5.67,7,21.8,7,1,6,4,2016,3,276,Wednesday
03-10-2016,54.06,6.33,10.33,2,23.4,8,0,2,2,2016,3,276,Thursday
03-11-2016,62.89,3.33,4.363,6.2,22,8,0,18,1,2016,3,276,Friday
03-12-2016,80.57,3,6.373,1.4,41.8,4,0,23,1,2016,3,276,Saturday
3/13/2016,75.67,2.5,4.134,1.5,59.2,4,0,4,0.34,2016,3,276,Sunday
3/14/2016,89.55,4.33,3.32,10,35.9,12,0,23,1,2016,3,276,Monday
3/15/2016,62.65,5.33,3.32,2,24,7,0,18,3,2016,3,276,Tuesday
3/16/2016,85.77,5.33,13.34,5.7,37.4,16,0,4,4,2016,3,276,Wednesday
3/17/2016,99.26,5.66,5.396,5,60.2,10,0,8,5,2016,3,276,Thursday
3/18/2016,67.36,3.34,5.353,5.2,25.462,15,2,8,3,2016,3,276,Friday
3/19/2016,58.29,10.66,8.33,2.8,19.5,6,1,5,5,2016,3,276,Saturday
3/20/2016,83.08,7.99,9.693,2.2,42.2,1,0,15,5,2016,3,276,Sunday
3/21/2016,118.76,5,8.056,6,45.7,11,0,36,7,2016,3,276,Monday
3/22/2016,69.52,2.33,0,5,42.188,12,2,4,2,2016,3,276,Tuesday
3/23/2016,63.25,4,3,6,24.25,22,1,0,3,2016,3,276,Wednesday
3/24/2016,57.84,6.84,2,3,32,4,0,8,2,2016,3,276,Thursday
3/25/2016,75.35,7,7.35,4.2,42.8,8,0,3,3,2016,3,276,Friday
3/26/2016,52.91,2.5,0.66,7.5,33.25,4,0,0,5,2016,3,276,Saturday
3/27/2016,107.28,7.83,5.449,13.7,63.3,11,1,1,4,2016,3,276,Sunday
3/28/2016,60.48,3.34,2.34,1.7,24.6,20,0,4,4.5,2016,3,276,Monday
3/29/2016,63.41,5.68,1.33,3.2,36.2,4,0,12,1,2016,3,276,Tuesday
3/30/2016,59.44,7.16,2.68,7.4,22.2,3,0,12,5,2016,3,276,Wednesday
3/31/2016,56.16,2.33,8.68,2.9,31.25,1,0,5,5,2016,3,276,Thursday
04-01-2016,92.94,6.33,3.01,2.7,50.4,4,0,16,10.5,2016,4,276,Friday
04-02-2016,75.37,3.67,2,7,32.3,4,0,19,7.4,2016,4,276,Saturday
04-03-2016,117.87,9.67,7.396,5.3,73.5,5,0,6,11,2016,4,276,Sunday
04-04-2016,55.83,7,5.231,5,21.6,3,1,11,2,2016,4,276,Monday
04-05-2016,84.63,6,5.33,4,40.3,5,1,11,12,2016,4,276,Tuesday
04-06-2016,45.27,6.66,5.363,2,15.25,7,0,6,3,2016,4,276,Wednesday
04-07-2016,58.51,6.33,5.98,4,21,7,2,4,8.2,2016,4,276,Thursday
04-08-2016,69.03,7.67,3.66,5,42.3,2,1,3,4.4,2016,4,276,Friday
04-09-2016,83.91,9,9.01,3.1,38.8,7,0,14,3,2016,4,276,Saturday
04-10-2016,62.22,5,6.67,5.15,21.4,4,1,11,8,2016,4,276,Sunday
04-11-2016,70.32,0.33,4.99,3,26,11,2,17,6,2016,4,276,Monday
04-12-2016,83.59,4.34,4.65,6,41.6,19,1,2,5,2016,4,276,Tuesday
4/13/2016,73.73,6.33,3.066,3,34,22.33333333,0,2,3,2016,4,276,Wednesday
4/14/2016,76.71,2.66,2.32,8.5,44.225,9,0,4,6,2016,4,276,Thursday
4/15/2016,53.89,4.33,3.056,2.7,23.6,6,0,10,4.2,2016,4,276,Friday
4/16/2016,77.80,5.34,6.66,5.3,33,11,0,8,8.5,2016,4,276,Saturday
4/17/2016,84.51,4.33,8.175,3,52.8,2,0,7,7.2,2016,4,276,Sunday
4/18/2016,64.76,3.66,2,5,22.1,15,3,7,7,2016,4,276,Monday
4/19/2016,53.94,3,1.34,8.3,24.3,7,0,6,4,2016,4,276,Tuesday
4/20/2016,59.49,2.66,3.33,2.4,17.1,11,5,15,3,2016,4,276,Wednesday
4/21/2016,39.36,3,3.464,3,21.6,6,0,0,2.3,2016,4,276,Thursday
4/22/2016,48.57,6,5.67,4,21.9,4,0,6,1,2016,4,276,Friday
4/23/2016,71.05,13.66,3.69,8,33.2,8,0,0,4.5,2016,4,276,Saturday
4/24/2016,64.11,1,6.66,5.5,36.95,3,0,6,5,2016,4,276,Sunday
4/25/2016,63.78,6.67,1.66,7.25,21.7,20,1,3,2.5,2016,4,276,Monday
4/26/2016,72.52,5.33,4.99,7,27.2,19,0,7,2,2016,4,276,Tuesday
4/27/2016,97.56,5.66,7.495,7,47.4,27,0,1,2,2016,4,276,Wednesday
4/28/2016,86.67,4.66,6.34,6,28,17.66666667,0,12,12,2016,4,276,Thursday
4/29/2016,68.36,6.66,3,2.5,37,15,0,1,3.2,2016,4,276,Friday
4/30/2016,91.29,9.66,10.32,7,47.812,11,0,1,4.5,2016,4,276,Saturday
05-01-2016,0.00,0,0,0,0,0,0,0,0,2016,5,276,Sunday
05-02-2016,59.22,4,1.02,1,39.2,7,0,5,2,2016,5,276,Monday
05-03-2016,44.22,6.33,5.99,3,23.9,3,0,0,2,2016,5,276,Tuesday
05-04-2016,54.54,7.34,3,5,32.2,4,0,1,2,2016,5,276,Wednesday
05-05-2016,76.66,4.66,3,6,41,16,3,1,2,2016,5,276,Thursday
05-06-2016,52.59,4,2.99,1,33.6,7,0,1,3,2016,5,276,Friday
05-07-2016,79.53,3.99,8.34,4,47.2,5,1,0,10,2016,5,276,Saturday
05-08-2016,81.06,5,10.66,1,40.4,12,0,1,11,2016,5,276,Sunday
05-09-2016,56.23,5.67,6.363,5,29.2,3,0,2,5,2016,5,276,Monday
05-10-2016,55.75,7.33,3.67,7,28.25,4,0,2,3.5,2016,5,276,Tuesday
05-11-2016,54.99,5.33,4.66,4,23,13,0,3,2,2016,5,276,Wednesday
05-12-2016,51.87,3.01,1.759,8,28.1,8,1,2,0,2016,5,276,Thursday
5/13/2016,58.66,2.33,2.33,3,37,9,0,0,5,2016,5,276,Friday
5/14/2016,81.81,5.34,4.67,5.55,31.25,13,0,21,1,2016,5,276,Saturday
5/15/2016,73.82,5.33,8.188,1.2,44.1,6,0,5,4,2016,5,276,Sunday
5/16/2016,56.66,5,3.66,2,24,17,0,2,3,2016,5,276,Monday
5/17/2016,60.03,4,2.33,7.1,38.4,4,0,1,3.2,2016,5,276,Tuesday
5/18/2016,62.58,4,5.33,5.25,35,7,0,1,5,2016,5,276,Wednesday
5/19/2016,73.50,6.34,5.66,2,30.5,10,0,16,3,2016,5,276,Thursday
5/20/2016,51.13,3,1.132,3,14,14,2,9,5,2016,5,276,Friday
5/21/2016,80.04,2,5.34,5.2,42.5,3,0,17,5,2016,5,276,Saturday
5/22/2016,90.50,4.34,4.51,9.05,55.6,6,1,0,10,2016,5,276,Sunday
5/23/2016,97.06,5,2.363,5,54.7,19,0,7,4,2016,5,276,Monday
5/24/2016,59.17,12,3.167,4,32,3,0,3,2,2016,5,276,Tuesday
5/25/2016,59.26,8.34,1.67,6,25.05,16,1,0,1.2,2016,5,276,Wednesday
5/26/2016,70.15,4.67,5.33,5.35,24.8,20,1,0,9,2016,5,276,Thursday
5/27/2016,62.60,8.67,2.683,5.25,17,14,7,2,6,2016,5,276,Friday
5/28/2016,75.69,12.33,0.363,3,43,4,0,4,9,2016,5,276,Saturday
5/29/2016,68.00,8.67,4.33,6,31.8,2,1,5,9.2,2016,5,276,Sunday
5/30/2016,57.86,3.34,3.023,4.1,29.4,3,0,7,8,2016,5,276,Monday
5/31/2016,51.83,6,3.33,3.5,21,3,0,13,2,2016,5,276,Tuesday
06-01-2016,55.10,9,1.1,2,20,11,0,7,5,2016,6,276,Wednesday
06-02-2016,56.63,2.33,6,1.05,21.25,18,3,4,1,2016,6,276,Thursday
06-03-2016,48.33,7.33,3,4,18,8,0,1,7,2016,6,276,Friday
06-04-2016,36.97,3.33,3.34,3.3,21,2,0,0,4,2016,6,276,Saturday
06-05-2016,53.11,10.34,3.066,4.3,23.4,5,0,3,4,2016,6,276,Sunday
06-06-2016,55.33,5.33,2.802,4,26.2,5,0,6,6,2016,6,276,Monday
06-07-2016,67.96,6,3.363,4.1,28.5,13,0,10,3,2016,6,276,Tuesday
06-08-2016,81.55,8.66,1.33,5.5,45.062,10,0,5,6,2016,6,276,Wednesday
06-09-2016,47.80,8.67,4.33,2,20.6,7,0,1,4.2,2016,6,276,Thursday
06-10-2016,60.33,8.33,4,4,26,11,2,0,5,2016,6,276,Friday
06-11-2016,74.09,10.66,2.825,2,35.6,4,1,10,8,2016,6,276,Saturday
06-12-2016,84.09,8.34,7.353,3.4,47,8,0,4,6,2016,6,276,Sunday
6/13/2016,36.40,5.66,4.736,1,15,7,0,1,2,2016,6,276,Monday
6/14/2016,54.83,2.33,6,6.1,17.4,17,1,2,3,2016,6,276,Tuesday
6/15/2016,82.50,5,5.495,7,35,22,1,1,6,2016,6,276,Wednesday
6/16/2016,54.83,4,0.33,1,20.5,4,0,22,3,2016,6,276,Thursday
6/17/2016,46.66,3.34,3.67,3.65,20,8,0,4,4,2016,6,276,Friday
6/18/2016,60.33,2,4.33,6.5,37.5,1,0,5,4,2016,6,276,Saturday
6/19/2016,78.35,6.34,6.01,3,40,1,0,7,15,2016,6,276,Sunday
6/20/2016,58.07,7.34,3.34,6,22.388,5,0,8,6,2016,6,276,Monday
6/21/2016,71.59,7.33,4.66,9,23,15,0,7,5.6,2016,6,276,Tuesday
6/22/2016,62.37,2,6.067,2.3,42,6,0,2,2,2016,6,276,Wednesday
6/23/2016,33.63,3,0.33,2.3,19,5,0,1,3,2016,6,276,Thursday
6/24/2016,48.39,6,2.34,3.05,19,15,0,1,2,2016,6,276,Friday
6/25/2016,48.92,5.68,4.99,8,20.25,5,0,1,4,2016,6,276,Saturday
6/26/2016,51.25,3,3.845,2,17.4,20,0,2,3,2016,6,276,Sunday
6/27/2016,58.32,6,3.067,5.25,24,9,0,9,2,2016,6,276,Monday
6/28/2016,63.01,1.33,1.429,2.25,24,20,5,2,7,2016,6,276,Tuesday
6/29/2016,66.01,7,8.01,6.5,22,12.5,7,1,2,2016,6,276,Wednesday
6/30/2016,28.00,4,3.803,3.2,9,6,0,0,2,2016,6,276,Thursday
07-01-2016,63.51,4,2.01,5.5,24,1,0,20,7,2016,7,276,Friday
07-02-2016,55.19,4.66,5.132,6,25.4,9,0,2,3,2016,7,276,Saturday
07-03-2016,54.84,6.67,4.165,5.4,18.6,4,0,11,5,2016,7,276,Sunday
07-04-2016,52.83,8.34,5.34,1.15,14,8,3,7,6,2016,7,276,Monday
07-05-2016,44.01,6,4.01,2,19,10,0,0,3,2016,7,276,Tuesday
07-06-2016,67.06,9.33,5.726,5,30,5,0,8,4,2016,7,276,Wednesday
07-07-2016,48.35,7.34,5.01,1,21,11,1,0,2,2016,7,276,Thursday
07-08-2016,62.90,1.34,7.056,9.2,28,12,1,0,4.3,2016,7,276,Friday
07-09-2016,38.83,3.33,6,4.5,11,12,0,0,2,2016,7,276,Saturday
07-10-2016,56.18,5.66,8.32,4.2,29,6,0,0,3,2016,7,276,Sunday
07-11-2016,49.55,6.33,1.703,3,19.312,9,0,4,6.2,2016,7,276,Monday
07-12-2016,60.54,5.67,2.67,4,27.2,14,0,3,4,2016,7,276,Tuesday
7/13/2016,60.62,6.218333333,7,5,26.4,11,0,3,2,2016,7,276,Wednesday
7/14/2016,33.10,2.34,2.363,5,12.4,3,0,3,5,2016,7,276,Thursday
7/15/2016,35.33,3,8,2,15,4,0,0,3.33,2016,7,276,Friday
7/16/2016,57.37,9.33,6.737,3,23.3,6,0,1,8,2016,7,276,Saturday
7/17/2016,56.67,9.01,4.01,3,26.65,3,0,7,4,2016,7,276,Sunday
7/18/2016,50.90,6,2.497,8,25.4,2,0,3,4,2016,7,276,Monday
7/19/2016,41.67,7.34,1.33,6,19,5,0,1,2,2016,7,276,Tuesday
7/20/2016,63.29,10.33,4.66,7.1,25.2,6,0,5,5,2016,7,276,Wednesday
7/21/2016,50.08,5.66,5.32,4.1,17,15,0,1,2,2016,7,276,Thursday
7/22/2016,31.99,3.33,1.66,7,14,4,0,0,2,2016,7,276,Friday
7/23/2016,38.25,4.66,5.49,2.1,15,6,0,0,5,2016,7,276,Saturday
7/24/2016,49.32,2.33,4.99,4,32,4,0,0,2,2016,7,276,Sunday
7/25/2016,62.33,13,3.33,7,22,9,0,4,4,2016,7,276,Monday
7/26/2016,39.98,8.32,2.66,1,10,16,0,0,2,2016,7,276,Tuesday
7/27/2016,39.48,3,6.33,4.15,10,4,1,9,2,2016,7,276,Wednesday
7/28/2016,61.16,9.67,3.99,4,22.5,12,1,5,3,2016,7,276,Thursday
7/29/2016,62.50,9.99,4.51,6,11,17,1,11,2,2016,7,276,Friday
7/30/2016,65.32,6.33,3.99,4,37,7,0,1,6,2016,7,276,Saturday
7/31/2016,46.51,6,5.01,4.5,22,5,0,0,4,2016,7,276,Sunday
08-01-2016,44.23,8.33,1.396,5,14,7.5,1,1,6,2016,8,276,Monday
08-02-2016,46.33,8.33,7,5,12,12,0,1,1,2016,8,276,Tuesday
