Row Labels,Sum of Sales
25-10-2017,783.96
CA-2017-153346,27.21
25-01-2017,27.21
CA-2017-153353,39.99
18-08-2017,39.99
CA-2017-153577,577.122
27-06-2017,577.122
CA-2017-153598,1761.85
03-12-2017,1761.85
CA-2017-153661,381.804
30-01-2017,381.804
CA-2017-153682,839.988
30-05-2017,839.988
CA-2017-153836,143.702
30-10-2017,143.702
CA-2017-154018,362.342
13-10-2017,362.342
CA-2017-154053,16.99
04-03-2017,16.99
CA-2017-154060,187.056
02-05-2017,187.056
CA-2017-154067,105.52
01-02-2017,105.52
CA-2017-154081,222.384
22-05-2017,222.384
CA-2017-154235,127.95
24-09-2017,127.95
CA-2017-154403,4.98
23-05-2017,4.98
CA-2017-154508,28.4
16-11-2017,28.4
CA-2017-154536,9.555
05-09-2017,9.555
CA-2017-154662,692.94
09-06-2017,692.94
CA-2017-154690,225.296
15-08-2017,225.296
CA-2017-154711,72.892
22-11-2017,72.892
CA-2017-154739,321.568
10-12-2017,321.568
CA-2017-154767,475.86
28-06-2017,475.86
CA-2017-154788,7.712
30-04-2017,7.712
CA-2017-154998,37.94
07-04-2017,37.94
CA-2017-155005,377.97
13-06-2017,377.97
CA-2017-155033,10.56
07-10-2017,10.56
CA-2017-155138,99.872
08-09-2017,99.872
CA-2017-155166,239.43
26-12-2017,239.43
CA-2017-155187,83.66
24-09-2017,83.66
CA-2017-155383,46.53
17-12-2017,46.53
CA-2017-155439,25.92
14-09-2017,25.92
CA-2017-155446,21.21
16-12-2017,21.21
CA-2017-155474,127.28
08-07-2017,127.28
CA-2017-155481,71.156
01-09-2017,71.156
CA-2017-155488,44.02
13-11-2017,44.02
CA-2017-155516,1179.27
21-10-2017,1179.27
CA-2017-155530,2003.52
17-12-2017,2003.52
CA-2017-155551,240.04
18-04-2017,240.04
CA-2017-155565,54.9
28-05-2017,54.9
CA-2017-155670,21.504
13-08-2017,21.504
CA-2017-155747,337.176
14-06-2017,337.176
CA-2017-155845,1399.944
12-08-2017,1399.944
CA-2017-155978,1085.688
01-08-2017,1085.688
CA-2017-155992,111.75
01-10-2017,111.75
CA-2017-156139,38.376
31-12-2017,38.376
CA-2017-156251,250.48
13-08-2017,250.48
CA-2017-156265,482.584
02-08-2017,482.584
CA-2017-156300,754.45
29-12-2017,754.45
CA-2017-156503,305.248
14-10-2017,305.248
CA-2017-156573,60.485
29-05-2017,60.485
CA-2017-156685,911.256
08-07-2017,911.256
CA-2017-156748,933.95
30-11-2017,933.95
CA-2017-156811,68.952
27-10-2017,68.952
CA-2017-157000,57.24
16-07-2017,57.24
CA-2017-157161,199.18
16-07-2017,199.18
CA-2017-157217,425.954
19-07-2017,425.954
CA-2017-157245,641.96
19-05-2017,641.96
CA-2017-157259,799.56
24-12-2017,799.56
CA-2017-157266,83.15
26-05-2017,83.15
CA-2017-157280,1120.73
05-11-2017,1120.73
CA-2017-157336,840
01-12-2017,840
CA-2017-157364,18.48
19-11-2017,18.48
CA-2017-157511,107.396
18-09-2017,107.396
CA-2017-157588,88.15
14-07-2017,88.15
CA-2017-157686,194.848
01-10-2017,194.848
CA-2017-157707,227.658
10-10-2017,227.658
CA-2017-157714,9.99
26-09-2017,9.99
CA-2017-157742,27.792
29-12-2017,27.792
CA-2017-157749,677.949
04-06-2017,677.949
CA-2017-157763,140.81
18-07-2017,140.81
CA-2017-157791,1999.96
23-12-2017,1999.96
CA-2017-157868,24.85
23-12-2017,24.85
CA-2017-158001,1091.44
23-08-2017,1091.44
CA-2017-158043,23.36
31-01-2017,23.36
CA-2017-158099,1422.252
03-09-2017,1422.252
CA-2017-158211,109.252
04-01-2017,109.252
CA-2017-158260,686.4
04-11-2017,686.4
CA-2017-158302,10.584
08-12-2017,10.584
CA-2017-158358,159.98
04-03-2017,159.98
CA-2017-158435,253.03
17-05-2017,253.03
CA-2017-158547,123.92
30-05-2017,123.92
CA-2017-158568,162.388
29-08-2017,162.388
CA-2017-158575,103.968
18-11-2017,103.968
CA-2017-158610,69.52
19-09-2017,69.52
CA-2017-158617,35.88
22-09-2017,35.88
CA-2017-158694,1467.134
10-11-2017,1467.134
CA-2017-158778,1024.637
05-09-2017,1024.637
CA-2017-158806,48.996
07-01-2017,48.996
CA-2017-158834,361.104
13-03-2017,361.104
CA-2017-158841,8805.04
02-02-2017,8805.04
CA-2017-158869,70.88
06-08-2017,70.88
CA-2017-158925,15.552
24-10-2017,15.552
CA-2017-159009,197.968
23-09-2017,197.968
CA-2017-159016,4173.812
10-03-2017,4173.812
CA-2017-159023,184.149
03-11-2017,184.149
CA-2017-159142,177.78
04-04-2017,177.78
CA-2017-159212,273.59
01-11-2017,273.59
CA-2017-159345,111.96
17-06-2017,111.96
CA-2017-159373,628.937
13-03-2017,628.937
CA-2017-159639,31.56
27-11-2017,31.56
CA-2017-159653,14.73
22-05-2017,14.73
CA-2017-159695,158.368
05-04-2017,158.368
CA-2017-159730,219.472
17-09-2017,219.472
CA-2017-159737,8.808
03-09-2017,8.808
CA-2017-159765,27.86
09-05-2017,27.86
CA-2017-159891,1396.35
31-01-2017,1396.35
CA-2017-159912,419.87
29-08-2017,419.87
CA-2017-159940,339.98
07-07-2017,339.98
CA-2017-159989,40.68
09-12-2017,40.68
CA-2017-160108,1085.87
08-12-2017,1085.87
CA-2017-160129,100.616
23-11-2017,100.616
CA-2017-160136,9.248
03-11-2017,9.248
CA-2017-160220,338.54
20-10-2017,338.54
CA-2017-160234,135.95
26-06-2017,135.95
CA-2017-160241,242.176
29-11-2017,242.176
CA-2017-160304,405.92
02-01-2017,405.92
CA-2017-160395,163.408
31-12-2017,163.408
CA-2017-160479,35.4
15-09-2017,35.4
CA-2017-160486,72.224
30-12-2017,72.224
CA-2017-160500,305.496
05-05-2017,305.496
CA-2017-160535,883.32
25-11-2017,883.32
CA-2017-160598,31.008
26-08-2017,31.008
CA-2017-160717,3528.488
06-06-2017,3528.488
CA-2017-160745,633.176
11-12-2017,633.176
CA-2017-160815,278.4
05-09-2017,278.4
CA-2017-160941,423.05
21-07-2017,423.05
CA-2017-161025,772.68
03-12-2017,772.68
CA-2017-161095,41.32
28-06-2017,41.32
CA-2017-161158,8
09-05-2017,8
CA-2017-161207,27.93
29-08-2017,27.93
CA-2017-161361,34.68
26-03-2017,34.68
CA-2017-161389,407.976
05-12-2017,407.976
CA-2017-161473,46.002
01-04-2017,46.002
CA-2017-161543,11.96
10-05-2017,11.96
CA-2017-161662,30.352
07-02-2017,30.352
CA-2017-161669,90.396
07-11-2017,90.396
CA-2017-161676,33.8
18-07-2017,33.8
CA-2017-161746,615.406
21-10-2017,615.406
CA-2017-161781,40.88
29-09-2017,40.88
CA-2017-161816,385.288
28-04-2017,385.288
CA-2017-161907,887.966
05-04-2017,887.966
CA-2017-161928,201.584
27-06-2017,201.584
CA-2017-162082,392.06
14-03-2017,392.06
CA-2017-162110,55.992
18-07-2017,55.992
CA-2017-162138,351.51
23-04-2017,351.51
CA-2017-162159,121.78
16-09-2017,121.78
CA-2017-162187,1252.636
11-12-2017,1252.636
CA-2017-162222,10.272
03-04-2017,10.272
CA-2017-162236,1106.924
04-11-2017,1106.924
CA-2017-162313,167.292
27-11-2017,167.292
CA-2017-162348,9.98
10-11-2017,9.98
CA-2017-162355,1302.83
30-06-2017,1302.83
CA-2017-162383,103.054
05-09-2017,103.054
CA-2017-162390,1671.08
06-12-2017,1671.08
CA-2017-162404,11.416
23-07-2017,11.416
CA-2017-162614,27.264
07-10-2017,27.264
CA-2017-162726,34.048
27-12-2017,34.048
CA-2017-162733,5.98
11-05-2017,5.98
CA-2017-162747,86.45
20-03-2017,86.45
CA-2017-162901,31.4
28-03-2017,31.4
CA-2017-162943,253.764
24-07-2017,253.764
CA-2017-163048,241.5
08-02-2017,241.5
CA-2017-163153,100.716
21-03-2017,100.716
CA-2017-163167,2673.69
28-11-2017,2673.69
CA-2017-163174,186.54
26-08-2017,186.54
CA-2017-163202,2.907
27-09-2017,2.907
CA-2017-163216,4.928
07-10-2017,4.928
CA-2017-163328,1465.032
04-11-2017,1465.032
CA-2017-163384,45.616
10-11-2017,45.616
CA-2017-163398,55.972
03-05-2017,55.972
CA-2017-163573,1219.96
24-11-2017,1219.96
CA-2017-163594,250.416
12-04-2017,250.416
CA-2017-163636,3.536
05-12-2017,3.536
CA-2017-163755,209.88
04-11-2017,209.88
CA-2017-163776,1110.5
19-07-2017,1110.5
CA-2017-163804,2781.77
02-12-2017,2781.77
CA-2017-163937,24.85
10-01-2017,24.85
CA-2017-163951,16.52
30-12-2017,16.52
CA-2017-163972,120.666
17-10-2017,120.666
CA-2017-163986,54.5
03-09-2017,54.5
CA-2017-164035,23.12
12-06-2017,23.12
CA-2017-164091,547.33
17-09-2017,547.33
CA-2017-164154,59.948
11-09-2017,59.948
CA-2017-164350,67.56
10-09-2017,67.56
CA-2017-164399,878.328
12-11-2017,878.328
CA-2017-164483,17.456
30-01-2017,17.456
CA-2017-164490,9.248
05-09-2017,9.248
CA-2017-164511,147.912
19-11-2017,147.912
CA-2017-164574,732.156
29-07-2017,732.156
CA-2017-164637,128.4
04-03-2017,128.4
CA-2017-164672,211.96
08-05-2017,211.96
CA-2017-164735,81.2
14-04-2017,81.2
CA-2017-164770,812.68
02-12-2017,812.68
CA-2017-164784,377.346
01-05-2017,377.346
CA-2017-164896,12.9
07-11-2017,12.9
CA-2017-164924,341.991
10-07-2017,341.991
CA-2017-164938,69.93
11-02-2017,69.93
CA-2017-165015,46.72
25-02-2017,46.72
CA-2017-165148,31.4
22-10-2017,31.4
CA-2017-165169,386.48
05-06-2017,386.48
CA-2017-165218,162.344
05-03-2017,162.344
CA-2017-165316,324.387
23-07-2017,324.387
CA-2017-165330,1937.924
11-12-2017,1937.924
CA-2017-165470,5.08
25-11-2017,5.08
CA-2017-165484,70.972
23-10-2017,70.972
CA-2017-165561,25.35
24-11-2017,25.35
CA-2017-165673,15.232
15-05-2017,15.232
CA-2017-165820,12.96
26-09-2017,12.96
CA-2017-165827,50.496
04-11-2017,50.496
CA-2017-165848,1562.694
04-06-2017,1562.694
CA-2017-165918,143.24
10-09-2017,143.24
CA-2017-165995,387
30-08-2017,387
CA-2017-166163,75.126
15-08-2017,75.126
CA-2017-166226,129.032
18-11-2017,129.032
CA-2017-166240,8.712
24-06-2017,8.712
CA-2017-166275,199.99
24-10-2017,199.99
CA-2017-166282,158.256
16-04-2017,158.256
CA-2017-166373,106.08
21-10-2017,106.08
CA-2017-166380,138.53
30-05-2017,138.53
CA-2017-166429,999.98
02-09-2017,999.98
CA-2017-166443,38.29
04-11-2017,38.29
CA-2017-166485,16.496
20-02-2017,16.496
CA-2017-166618,37.63
14-11-2017,37.63
CA-2017-166625,25.06
14-04-2017,25.06
CA-2017-166674,560.78
01-04-2017,560.78
CA-2017-166772,163.88
20-09-2017,163.88
CA-2017-166912,81.98
15-01-2017,81.98
CA-2017-167115,588.784
04-04-2017,588.784
CA-2017-167241,533.09
15-08-2017,533.09
CA-2017-167290,11.68
30-10-2017,11.68
CA-2017-167416,54.9
12-05-2017,54.9
CA-2017-167507,65.944
22-12-2017,65.944
CA-2017-167556,498.608
29-03-2017,498.608
CA-2017-167584,6.48
12-08-2017,6.48
CA-2017-167605,30.344
28-04-2017,30.344
CA-2017-167682,331.08
03-04-2017,331.08
CA-2017-167759,134.85
03-03-2017,134.85
CA-2017-167983,33.44
21-08-2017,33.44
CA-2017-168032,2067.796
30-01-2017,2067.796
CA-2017-168046,831.502
25-01-2017,831.502
CA-2017-168081,258.696
24-04-2017,258.696
CA-2017-168354,2545.12
19-09-2017,2545.12
CA-2017-168361,0.836
21-06-2017,0.836
CA-2017-168536,66.3
20-12-2017,66.3
CA-2017-168543,706.86
03-07-2017,706.86
CA-2017-168557,8.928
19-09-2017,8.928
CA-2017-168753,1002.7
29-05-2017,1002.7
CA-2017-168774,535.41
04-09-2017,535.41
CA-2017-168830,479.97
07-11-2017,479.97
CA-2017-168844,186.852
31-05-2017,186.852
CA-2017-168893,903.77
03-11-2017,903.77
CA-2017-168921,19.296
20-10-2017,19.296
CA-2017-168956,167.182
16-02-2017,167.182
CA-2017-169026,23.34
08-08-2017,23.34
CA-2017-169103,1466.32
08-03-2017,1466.32
CA-2017-169166,93.98
09-05-2017,93.98
CA-2017-169194,66.8
20-06-2017,66.8
CA-2017-169215,29.61
14-07-2017,29.61
CA-2017-169334,111.672
21-10-2017,111.672
CA-2017-169663,3384.45
10-03-2017,3384.45
CA-2017-169670,2563.056
25-12-2017,2563.056
CA-2017-169838,1745.91
25-11-2017,1745.91
CA-2017-169887,116.96
22-10-2017,116.96
CA-2017-169922,22.16
11-06-2017,22.16
CA-2017-169943,821.224
19-05-2017,821.224
CA-2017-169957,366.78
26-09-2017,366.78
CA-2017-169971,66.288
04-09-2017,66.288
CA-2018-100013,29.69
06-11-2018,29.69
CA-2018-100055,152.59
28-05-2018,152.59
CA-2018-100097,1115.25
26-11-2018,1115.25
CA-2018-100111,7359.918
20-09-2018,7359.918
CA-2018-100160,49.688
07-09-2018,49.688
CA-2018-100223,396.394
05-07-2018,396.394
CA-2018-100230,149.872
11-12-2018,149.872
CA-2018-100237,11.68
15-10-2018,11.68
CA-2018-100314,372.446
29-09-2018,372.446
CA-2018-100335,73.008
07-09-2018,73.008
CA-2018-100356,23.992
21-10-2018,23.992
CA-2018-100384,421.42
24-06-2018,421.42
CA-2018-100412,141.96
22-12-2018,141.96
CA-2018-100426,12.48
04-06-2018,12.48
CA-2018-100433,25.92
11-08-2018,25.92
CA-2018-100524,782.4
31-03-2018,782.4
CA-2018-100580,36.024
13-08-2018,36.024
CA-2018-100601,48.86
16-11-2018,48.86
CA-2018-100615,347.378
20-04-2018,347.378
CA-2018-100622,1030.742
03-11-2018,1030.742
CA-2018-100636,272.94
26-06-2018,272.94
CA-2018-100650,1295.78
29-06-2018,1295.78
CA-2018-100748,58.48
13-05-2018,58.48
CA-2018-100783,30.384
04-09-2018,30.384
CA-2018-100811,47.744
21-11-2018,47.744
CA-2018-100825,99.87
09-09-2018,99.87
CA-2018-100902,699.4
17-11-2018,699.4
CA-2018-100951,720.76
09-06-2018,720.76
CA-2018-101014,148.02
29-08-2018,148.02
CA-2018-101042,843.84
19-11-2018,843.84
CA-2018-101049,59.176
21-06-2018,59.176
CA-2018-101077,6.848
25-03-2018,6.848
CA-2018-101182,56.136
04-09-2018,56.136
CA-2018-101210,13.152
25-08-2018,13.152
CA-2018-101245,410.71
27-11-2018,410.71
CA-2018-101273,14.336
27-08-2018,14.336
CA-2018-101308,93.724
02-10-2018,93.724
CA-2018-101322,340.704
28-12-2018,340.704
CA-2018-101434,249.79
20-06-2018,249.79
CA-2018-101483,61.216
29-07-2018,61.216
CA-2018-101574,9.24
28-09-2018,9.24
CA-2018-101581,177.225
22-10-2018,177.225
CA-2018-101637,12.768
24-03-2018,12.768
CA-2018-101665,5.16
25-11-2018,5.16
CA-2018-101700,30.352
23-04-2018,30.352
CA-2018-101728,2.296
19-08-2018,2.296
CA-2018-101749,171.288
03-10-2018,171.288
CA-2018-101798,63.34
11-12-2018,63.34
CA-2018-101805,627.84
01-12-2018,627.84
CA-2018-101945,10.824
24-11-2018,10.824
CA-2018-101959,17.62
28-02-2018,17.62
CA-2018-102099,51.99
18-12-2018,51.99
CA-2018-102155,373.94
13-07-2018,373.94
CA-2018-102197,364.272
20-12-2018,364.272
CA-2018-102204,3740.51
01-05-2018,3740.51
CA-2018-102218,11.696
02-09-2018,11.696
CA-2018-102267,2.368
30-11-2018,2.368
CA-2018-102309,212.91
23-09-2018,212.91
CA-2018-102337,683.022
13-06-2018,683.022
CA-2018-102379,1378.948
02-12-2018,1378.948
CA-2018-102407,1096.488
09-12-2018,1096.488
CA-2018-102414,49.896
15-05-2018,49.896
CA-2018-102519,190.67
27-11-2018,190.67
CA-2018-102554,3.76
11-06-2018,3.76
CA-2018-102610,248.396
04-11-2018,248.396
CA-2018-102659,54.9
09-12-2018,54.9
CA-2018-102729,55.616
26-10-2018,55.616
CA-2018-102736,177.08
05-09-2018,177.08
CA-2018-102750,1322.352
04-09-2018,1322.352
CA-2018-102771,84.95
31-03-2018,84.95
CA-2018-102820,419.944
07-05-2018,419.944
CA-2018-102834,199.98
09-03-2018,199.98
CA-2018-102925,796.036
05-11-2018,796.036
CA-2018-102946,75.792
30-06-2018,75.792
CA-2018-102967,67.4
22-09-2018,67.4
CA-2018-102974,190.01
19-09-2018,190.01
CA-2018-103009,26.4
03-11-2018,26.4
CA-2018-103065,59.824
20-10-2018,59.824
CA-2018-103156,24.048
23-11-2018,24.048
CA-2018-103212,1541.51
13-10-2018,1541.51
CA-2018-103352,114.414
27-11-2018,114.414
CA-2018-103380,739.736
21-11-2018,739.736
CA-2018-103415,13.592
03-12-2018,13.592
CA-2018-103443,315.896
17-12-2018,315.896
CA-2018-103478,97.056
21-07-2018,97.056
CA-2018-103499,209.568
20-11-2018,209.568
CA-2018-103506,41.4
23-07-2018,41.4
CA-2018-103520,9.248
23-09-2018,9.248
CA-2018-103611,8.36
12-09-2018,8.36
CA-2018-103765,13.762
24-11-2018,13.762
CA-2018-103877,1577.94
07-09-2018,1577.94
CA-2018-103968,629.64
01-12-2018,629.64
CA-2018-104003,307.666
07-10-2018,307.666
CA-2018-104010,54.9
23-04-2018,54.9
CA-2018-104024,9.408
29-08-2018,9.408
CA-2018-104066,205.03
05-12-2018,205.03
CA-2018-104080,174.56
08-03-2018,174.56
CA-2018-104108,12.16
02-12-2018,12.16
CA-2018-104136,230.69
01-11-2018,230.69
CA-2018-104220,340.22
30-01-2018,340.22
CA-2018-104318,20.768
13-05-2018,20.768
CA-2018-104381,33.376
16-12-2018,33.376
CA-2018-104388,79.96
05-07-2018,79.96
CA-2018-104577,87.6
12-05-2018,87.6
CA-2018-104619,412.996
24-01-2018,412.996
CA-2018-104640,1362.056
10-11-2018,1362.056
CA-2018-104647,37.44
23-02-2018,37.44
CA-2018-104731,951.98
21-07-2018,951.98
CA-2018-104745,79.344
29-05-2018,79.344
CA-2018-104801,914.12
13-02-2018,914.12
CA-2018-104822,24.55
20-10-2018,24.55
CA-2018-104850,291.136
13-06-2018,291.136
CA-2018-104864,552.856
18-11-2018,552.856
CA-2018-104885,627.48
02-03-2018,627.48
CA-2018-104906,17.94
13-02-2018,17.94
CA-2018-104913,74.95
18-11-2018,74.95
CA-2018-104927,108.13
22-12-2018,108.13
CA-2018-105053,17.472
07-07-2018,17.472
CA-2018-105074,21.744
24-06-2018,21.744
CA-2018-105130,52.496
21-11-2018,52.496
CA-2018-105144,23.68
04-11-2018,23.68
CA-2018-105193,11.05
25-03-2018,11.05
CA-2018-105214,1231.5
16-06-2018,1231.5
CA-2018-105235,334.52
05-12-2018,334.52
CA-2018-105326,25.92
20-08-2018,25.92
CA-2018-105333,899.11
30-11-2018,899.11
CA-2018-105410,976.828
19-03-2018,976.828
CA-2018-105445,9.432
20-02-2018,9.432
CA-2018-105480,13.464
20-12-2018,13.464
CA-2018-105487,419.832
08-10-2018,419.832
CA-2018-105543,33.29
24-11-2018,33.29
CA-2018-105620,141
25-12-2018,141
CA-2018-105669,1749.902
17-09-2018,1749.902
CA-2018-105809,238.198
20-02-2018,238.198
CA-2018-105823,487.96
22-06-2018,487.96
CA-2018-105851,1332.496
13-03-2018,1332.496
CA-2018-105886,18.96
18-12-2018,18.96
CA-2018-105914,1687.26
02-10-2018,1687.26
CA-2018-105921,418.296
14-08-2018,418.296
CA-2018-105991,120.783
05-05-2018,120.783
CA-2018-106033,87.92
15-10-2018,87.92
CA-2018-106047,3.816
12-07-2018,3.816
CA-2018-106068,337.818
23-10-2018,337.818
CA-2018-106103,132.52
10-06-2018,132.52
CA-2018-106180,163.38
18-09-2018,163.38
CA-2018-106355,11.12
02-04-2018,11.12
CA-2018-106432,330.4712
19-10-2018,330.4712
CA-2018-106537,20.736
12-08-2018,20.736
CA-2018-106691,1.248
06-11-2018,1.248
CA-2018-106747,102.3
03-07-2018,102.3
CA-2018-106782,375.34
21-12-2018,375.34
CA-2018-106824,5.94
07-07-2018,5.94
CA-2018-106831,189.918
01-06-2018,189.918
CA-2018-106852,36.352
20-06-2018,36.352
CA-2018-106859,780.086
13-03-2018,780.086
CA-2018-106943,8.64
14-11-2018,8.64
CA-2018-106964,11.808
17-12-2018,11.808
CA-2018-107125,136.328
27-11-2018,136.328
CA-2018-107132,913.168
26-06-2018,913.168
CA-2018-107167,1347.52
10-06-2018,1347.52
CA-2018-107174,2595.388
06-11-2018,2595.388
CA-2018-107244,19.76
07-09-2018,19.76
CA-2018-107265,106.32
06-04-2018,106.32
CA-2018-107293,2.78
05-09-2018,2.78
CA-2018-107314,25.83
30-11-2018,25.83
CA-2018-107321,696.08
31-08-2018,696.08
CA-2018-107342,28.16
17-12-2018,28.16
CA-2018-107461,23.88
21-12-2018,23.88
CA-2018-107503,48.896
01-01-2018,48.896
CA-2018-107517,2011.9
05-02-2018,2011.9
CA-2018-107552,6.68
05-05-2018,6.68
CA-2018-107629,457.176
14-12-2018,457.176
CA-2018-107713,174.3
13-03-2018,174.3
CA-2018-107720,46.26
06-11-2018,46.26
CA-2018-107727,29.472
19-10-2018,29.472
CA-2018-107748,108.8
10-12-2018,108.8
CA-2018-107797,41.472
08-05-2018,41.472
CA-2018-107825,143.48
18-11-2018,143.48
CA-2018-107832,7.476
23-11-2018,7.476
CA-2018-107853,12.96
26-05-2018,12.96
CA-2018-107874,27.42
21-11-2018,27.42
CA-2018-107909,42.91
01-09-2018,42.91
CA-2018-107958,169.192
02-07-2018,169.192
CA-2018-107986,31.44
13-12-2018,31.44
CA-2018-108000,9.78
12-01-2018,9.78
CA-2018-108035,491.888
29-11-2018,491.888
CA-2018-108070,308.753
16-04-2018,308.753
CA-2018-108091,23.36
16-11-2018,23.36
CA-2018-108112,559.2
15-11-2018,559.2
CA-2018-108287,12.672
18-12-2018,12.672
CA-2018-108294,34.5
10-12-2018,34.5
CA-2018-108322,26.056
30-04-2018,26.056
CA-2018-108329,444.768
09-12-2018,444.768
CA-2018-108441,954.548
12-06-2018,954.548
CA-2018-108539,745.28
21-03-2018,745.28
CA-2018-108553,244.65
23-04-2018,244.65
CA-2018-108560,1058.108
08-07-2018,1058.108
CA-2018-108574,1324.574
07-10-2018,1324.574
CA-2018-108749,91.14
12-09-2018,91.14
CA-2018-108756,31.8
25-12-2018,31.8
CA-2018-108791,558.81
27-07-2018,558.81
CA-2018-108854,243.584
08-12-2018,243.584
CA-2018-108910,103.056
24-09-2018,103.056
CA-2018-108931,20.12
14-09-2018,20.12
CA-2018-109085,1448.853
17-02-2018,1448.853
CA-2018-109099,40.99
06-10-2018,40.99
CA-2018-109183,649
04-12-2018,649
CA-2018-109211,16.98
04-04-2018,16.98
CA-2018-109393,435.999
30-06-2018,435.999
CA-2018-109589,71
21-12-2018,71
CA-2018-109701,178.89
02-12-2018,178.89
CA-2018-109715,15.984
09-12-2018,15.984
CA-2018-109750,29.97
22-07-2018,29.97
CA-2018-109757,49.704
04-09-2018,49.704
CA-2018-109778,2.912
16-07-2018,2.912
CA-2018-109946,16.52
16-04-2018,16.52
CA-2018-109960,188.24
09-12-2018,188.24
CA-2018-110198,318.96
01-05-2018,318.96
CA-2018-110212,48.9
01-05-2018,48.9
CA-2018-110310,68.967
27-10-2018,68.967
CA-2018-110373,34.24
27-10-2018,34.24
CA-2018-110380,6.57
02-09-2018,6.57
CA-2018-110429,11.673
03-11-2018,11.673
CA-2018-110443,1242.632
21-11-2018,1242.632
CA-2018-110478,24.57
04-03-2018,24.57
CA-2018-110625,27.46
23-12-2018,27.46
CA-2018-110821,237.608
07-08-2018,237.608
CA-2018-110842,151.93
11-11-2018,151.93
CA-2018-110884,117.51
07-03-2018,117.51
CA-2018-110905,808.92
10-09-2018,808.92
CA-2018-110926,25.06
19-11-2018,25.06
CA-2018-110940,121.536
23-07-2018,121.536
CA-2018-111178,19.56
15-06-2018,19.56
CA-2018-111220,257.508
02-09-2018,257.508
CA-2018-111262,65.728
28-10-2018,65.728
CA-2018-111269,503.872
16-06-2018,503.872
CA-2018-111332,891.53
20-05-2018,891.53
CA-2018-111374,4.956
24-02-2018,4.956
CA-2018-111388,215.976
02-09-2018,215.976
CA-2018-111556,1559.668
20-11-2018,1559.668
CA-2018-111577,307.776
16-10-2018,307.776
CA-2018-111591,425.056
21-03-2018,425.056
CA-2018-111647,167.968
03-07-2018,167.968
CA-2018-111689,1311.372
30-11-2018,1311.372
CA-2018-111717,239.358
10-10-2018,239.358
CA-2018-111738,2031.392
03-01-2018,2031.392
CA-2018-111759,52.76
08-07-2018,52.76
CA-2018-111808,10.8
16-12-2018,10.8
CA-2018-111815,280.96
03-03-2018,280.96
CA-2018-112004,199.491
25-09-2018,199.491
CA-2018-112039,470.376
25-03-2018,470.376
CA-2018-112172,14.13
10-06-2018,14.13
CA-2018-112333,2633.51
08-04-2018,2633.51
CA-2018-112431,441.72
12-10-2018,441.72
CA-2018-112473,50.136
25-05-2018,50.136
CA-2018-112487,3.132
26-12-2018,3.132
CA-2018-112515,1782.104
17-09-2018,1782.104
CA-2018-112529,749.892
19-11-2018,749.892
CA-2018-112536,17.798
18-05-2018,17.798
CA-2018-112725,142.344
30-01-2018,142.344
CA-2018-112753,956.8035
18-06-2018,956.8035
CA-2018-112774,34.504
11-09-2018,34.504
CA-2018-112809,228.188
18-08-2018,228.188
CA-2018-112844,198.55
13-11-2018,198.55
CA-2018-112865,36.048
18-05-2018,36.048
CA-2018-112900,478.24
09-04-2018,478.24
CA-2018-112956,394.48
21-08-2018,394.48
CA-2018-112984,20.544
16-09-2018,20.544
CA-2018-113075,40.68
02-09-2018,40.68
CA-2018-113208,60.84
26-03-2018,60.84
CA-2018-113355,536.858
01-12-2018,536.858
CA-2018-113418,1704.89
01-10-2018,1704.89
CA-2018-113453,401.364
21-10-2018,401.364
CA-2018-113460,272.97
07-11-2018,272.97
CA-2018-113474,325.86
30-03-2018,325.86
CA-2018-113481,740.214
02-01-2018,740.214
CA-2018-113530,726.828
19-05-2018,726.828
CA-2018-113558,729.648
21-10-2018,729.648
CA-2018-113572,7.88
07-11-2018,7.88
CA-2018-113670,715.19
15-10-2018,715.19
CA-2018-113705,874.8
27-03-2018,874.8
CA-2018-113873,267.7912
13-11-2018,267.7912
CA-2018-113908,508.788
03-06-2018,508.788
CA-2018-114055,819.28
25-12-2018,819.28
CA-2018-114216,12.192
02-09-2018,12.192
CA-2018-114258,492.768
05-11-2018,492.768
CA-2018-114370,49.616
14-03-2018,49.616
CA-2018-114412,15.552
15-04-2018,15.552
CA-2018-114440,19.05
14-09-2018,19.05
CA-2018-114524,13.468
31-03-2018,13.468
CA-2018-114552,15.072
02-09-2018,15.072
CA-2018-114636,192.16
25-08-2018,192.16
CA-2018-114804,52.792
17-10-2018,52.792
CA-2018-115070,16.739
10-04-2018,16.739
CA-2018-115105,240.784
06-02-2018,240.784
CA-2018-115119,142.98
26-10-2018,142.98
CA-2018-115154,892.98
08-01-2018,892.98
CA-2018-115175,244.55
07-08-2018,244.55
CA-2018-115322,43.92
11-05-2018,43.92
CA-2018-115364,83.76
26-06-2018,83.76
CA-2018-115427,34.624
30-12-2018,34.624
CA-2018-115448,88.92
11-11-2018,88.92
CA-2018-115546,562.55
14-05-2018,562.55
CA-2018-115602,2888.518
18-12-2018,2888.518
CA-2018-115651,67.304
09-07-2018,67.304
CA-2018-115777,19.44
19-08-2018,19.44
CA-2018-115805,36.792
31-07-2018,36.792
CA-2018-115882,1017.136
14-09-2018,1017.136
CA-2018-115931,126.98
22-12-2018,126.98
CA-2018-115994,277.71
28-01-2018,277.71
CA-2018-116113,10.16
02-10-2018,10.16
CA-2018-116127,400.784
